congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972.0,,0.566,0.029,-5.30477,0.98796,438,1,,0.531,0.388
119,House,22157,45,5,LA,200,,,"LETLOW, Julia",L000595,1981.0,,0.434,0.338,-30.57916,0.9431,522,13,,0.6,0.302
119,House,22158,45,2,LA,100,,,"CARTER, Troy",C001125,1963.0,,-0.519,0.278,-26.48802,0.95239,543,9,,-0.521,0.419
119,House,29354,45,6,LA,100,,,"FIELDS, Cleo",F000110,1962.0,,-0.457,0.12,-29.70531,0.94529,528,12,,-0.473,0.362
119,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955.0,,-0.423,-0.365,-24.75762,0.95419,528,9,,-0.523,-0.239
119,House,21923,2,2,ME,100,,,"GOLDEN, Jared",G000592,1982.0,,-0.106,0.387,-124.1019,0.79263,534,45,,-0.13,0.509
119,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939.0,,-0.381,0.125,-38.43885,0.9308,536,14,,-0.387,0.265
119,House,15433,52,7,MD,100,,,"MFUME, Kweisi",M000687,1948.0,,-0.441,-0.318,-21.91264,0.95889,522,12,,-0.383,-0.186
119,House,21139,52,1,MD,200,,,"HARRIS, Andy",H001052,1957.0,,0.675,-0.381,-87.14603,0.84994,536,40,,0.759,-0.375
119,House,21741,52,8,MD,100,,,"RASKIN, Jamie Ben",R000606,1962.0,,-0.498,-0.228,-19.41203,0.96501,545,11,,-0.413,-0.19
119,House,22329,52,4,MD,100,,,"IVEY, Glenn",I000058,1961.0,,-0.464,-0.032,-19.12485,0.96527,541,7,,-0.422,-0.096
119,House,22512,52,3,MD,100,,,"ELFRETH, Sarah",E000301,1988.0,,-0.381,-0.061,-25.17767,0.95509,548,12,,-0.381,-0.061
119,House,22536,52,6,MD,100,,,"MCCLAIN DELANEY, April",M001232,1964.0,,-0.288,0.066,-34.16245,0.9378,532,12,,-0.288,0.068
119,House,22545,52,2,MD,100,,,"OLSZEWSKI, Johnny, Jr.",O000176,1982.0,,-0.374,-0.022,-17.56248,0.96829,545,5,,-0.374,-0.022
119,House,15616,3,1,MA,100,,,"NEAL, Richard Edmund",N000015,1949.0,,-0.417,-0.104,-19.72789,0.96305,524,7,,-0.418,0.022
119,House,20119,3,8,MA,100,,,"LYNCH, Stephen F.",L000562,1955.0,,-0.342,0.046,-46.57438,0.91618,532,21,,-0.209,-0.266
119,House,21140,3,9,MA,100,,,"KEATING, William R.",K000375,1952.0,,-0.33,-0.097,-32.00438,0.94086,525,12,,-0.299,-0.122
119,House,21375,3,5,MA,100,,,"CLARK, Katherine M.",C001101,1963.0,,-0.478,-0.244,-24.36677,0.95651,548,14,,-0.485,0.161
119,House,21525,3,6,MA,100,,,"MOULTON, Seth",M001196,1978.0,,-0.286,-0.049,-29.51507,0.94108,486,11,,-0.301,-0.22
119,House,21955,3,7,MA,100,,,"PRESSLEY, Ayanna",P000617,1974.0,,-0.375,-0.927,-18.41469,0.96629,537,6,,-0.448,-0.839
119,House,21977,3,3,MA,100,,,"TRAHAN, Lori",T000482,1973.0,,-0.415,-0.113,-25.84997,0.95231,529,12,,-0.405,0.04
119,House,22100,3,4,MA,100,,,"AUCHINCLOSS, Jake",A000148,1988.0,,-0.275,-0.272,-56.66082,0.89788,526,21,,-0.239,-0.238
119,House,29729,3,2,MA,100,,,"McGOVERN, James P.",M000312,1959.0,,-0.538,-0.353,-26.85662,0.95122,537,13,,-0.454,-0.785
119,House,20725,23,5,MI,200,,,"WALBERG, Tim",W000798,1951.0,,0.498,0.168,-24.76754,0.95549,544,10,,0.461,0.41
119,House,21142,23,4,MI,200,,,"HUIZENGA, Bill",H001058,1969.0,,0.53,0.06,-25.48387,0.95407,542,11,,0.445,0.319
119,House,21526,23,2,MI,200,,,"MOOLENAAR, John",M001194,1961.0,,0.447,0.182,-14.41526,0.97399,547,1,,0.463,0.78
119,House,21529,23,6,MI,100,,,"DINGELL, Debbie",D000624,1953.0,,-0.398,-0.186,-18.04516,0.96683,535,6,,-0.398,-0.143
119,House,21704,23,1,MI,200,,,"BERGMAN, John",B001301,1947.0,,0.434,0.092,-21.82268,0.96025,538,9,,0.536,0.47
119,House,21972,23,11,MI,100,,,"STEVENS, Haley",S001215,1983.0,,-0.365,0.229,-38.9385,0.93117,546,17,,-0.332,0.181
119,House,21975,23,12,MI,100,,,"TLAIB, Rashida",T000481,1976.0,,-0.29,-0.957,-30.68066,0.94447,537,10,,-0.414,-0.91
119,House,22136,23,9,MI,200,,,"MCCLAIN, Lisa C.",M001136,1966.0,,0.549,0.174,-26.68853,0.95187,541,12,,0.474,0.346
119,House,22332,23,10,MI,200,,,"JAMES, John",J000307,1981.0,,0.322,0.383,-32.31692,0.93837,508,11,,0.415,0.16
119,House,22363,23,3,MI,100,,,"SCHOLTEN, Hillary",S001221,1982.0,,-0.259,0.225,-52.46443,0.90609,532,24,,-0.264,0.246
119,House,22368,23,13,MI,100,,,"THANEDAR, Shri",T000488,1955.0,,-0.353,-0.036,-36.37705,0.93532,544,18,,-0.358,-0.014
119,House,22501,23,7,MI,200,,,"BARRETT, Tom",B001321,1981.0,,0.498,-0.169,-62.88383,0.89121,546,23,,0.512,-0.143
119,House,22537,23,8,MI,100,,,"MCDONALD RIVET, Kristen",M001237,1970.0,,-0.241,0.332,-56.02844,0.90057,535,23,,-0.241,0.338
119,House,20122,33,4,MN,100,,,"MCCOLLUM, Betty",M001143,1954.0,,-0.419,-0.183,-17.0832,0.96897,542,7,,-0.447,-0.092
119,House,21531,33,6,MN,200,,,"EMMER, Thomas Earl, II",E000294,1961.0,,0.469,-0.062,-27.19775,0.95097,541,9,,0.573,0.184
119,House,21910,33,2,MN,100,,,"CRAIG, Angela",C001119,1972.0,,-0.271,0.491,-81.52637,0.85987,540,38,,-0.278,0.02
119,House,21950,33,5,MN,100,,,"OMAR, Ilhan",O000173,1982.0,,-0.296,-0.955,-33.17896,0.9403,539,12,,-0.383,-0.896
119,House,21969,33,8,MN,200,,,"STAUBER, Peter",S001212,1966.0,,0.385,-0.089,-42.58801,0.9247,544,18,,0.415,-0.035
119,House,22114,33,7,MN,200,,,"FISCHBACH, Michelle",F000470,1965.0,,0.541,-0.011,-25.26596,0.95486,547,8,,0.579,0.116
119,House,22167,33,1,MN,200,,,"FINSTAD, Brad",F000475,1976.0,,0.558,0.002,-24.89496,0.95519,543,7,,0.626,0.27
119,House,22544,33,3,MN,100,,,"MORRISON, Kelly",M001234,1969.0,,-0.343,-0.094,-19.01301,0.96584,547,8,,-0.343,-0.094
119,House,21561,46,1,MS,200,,,"KELLY, Trent",K000388,1966.0,,0.636,0.294,-18.79602,0.9661,545,6,,0.577,0.222
119,House,21927,46,3,MS,200,,,"GUEST, Michael",G000591,1970.0,,0.531,0.129,-29.11672,0.94732,538,14,,0.562,0.199
119,House,22319,46,4,MS,200,,,"EZELL, Mike",E000235,1959.0,,0.555,0.144,-39.50248,0.92958,541,21,,0.549,0.043
119,House,29368,46,2,MS,100,,,"THOMPSON, Bennie",T000193,1948.0,,-0.519,0.39,-21.76482,0.95991,532,8,,-0.633,0.457
119,House,20124,34,6,MO,200,,,"GRAVES, Samuel",G000546,1963.0,,0.449,0.162,-23.24816,0.95619,519,11,,0.62,0.426
119,House,20517,34,5,MO,100,,,"CLEAVER, Emanuel, II",C001061,1944.0,,-0.454,0.003,-14.37831,0.97298,525,3,,-0.508,0.152
119,House,21337,34,2,MO,200,,,"WAGNER, Ann",W000812,1962.0,,0.392,0.303,-16.83398,0.96953,544,4,,0.533,0.79
119,House,21373,34,8,MO,200,,,"SMITH, Jason",S001195,1980.0,,0.578,0.204,-28.0402,0.9494,540,14,,0.602,0.195
119,House,22300,34,4,MO,200,,,"ALFORD, Mark",A000379,1963.0,,0.565,0.075,-40.74506,0.92745,541,19,,0.451,0.267
119,House,22305,34,7,MO,200,,,"BURLISON, Eric",B001316,1976.0,,0.734,-0.558,-51.10273,0.90742,526,22,,0.801,-0.599
119,House,22504,34,1,MO,100,,,"BELL, Wesley",B001324,1974.0,,-0.472,0.325,-28.66694,0.9482,539,10,,-0.472,0.326
119,House,22546,34,3,MO,200,,,"ONDER, Robert F., Jr.",O000177,1962.0,,0.693,-0.174,-47.25959,0.9156,536,28,,0.693,-0.174
119,House,21532,64,1,MT,200,,,"ZINKE, Ryan",Z000018,1961.0,,0.442,-0.113,-42.97113,0.92282,535,17,,0.461,0.042
119,House,22511,64,2,MT,200,,,"DOWNING, Troy",D000634,1967.0,,0.658,-0.045,-49.89772,0.91297,548,24,,0.658,-0.045
119,House,20729,35,3,NE,200,,,"SMITH, Adrian",S001172,1970.0,,0.509,0.258,-20.28774,0.96313,540,6,,0.453,0.384
119,House,21701,35,2,NE,200,,,"BACON, Donald J.",B001298,1963.0,,0.277,0.186,-74.20563,0.87314,547,31,,0.202,0.236
119,House,22166,35,1,NE,200,,,"FLOOD, Mike",F000474,1975.0,,0.442,0.672,-24.95261,0.95533,546,8,,0.366,0.445
119,House,20927,65,1,NV,100,,,"TITUS, Alice (Dina)",T000468,1950.0,,-0.297,-0.161,-33.06214,0.93601,500,18,,-0.275,-0.098
119,House,21196,65,2,NV,200,,,"AMODEI, Mark E.",A000369,1958.0,,0.384,0.217,-24.12368,0.95575,533,5,,0.365,0.384
119,House,21339,65,4,NV,100,,,"HORSFORD, Steven",H001066,1973.0,,-0.311,0.16,-64.98485,0.88642,539,28,,-0.256,0.191
119,House,21938,65,3,NV,100,,,"LEE, Susie",L000590,1966.0,,-0.225,0.293,-57.45794,0.89924,541,25,,-0.203,0.225
119,House,21951,4,1,NH,100,,,"PAPPAS, Chris",P000614,1980.0,,-0.232,0.308,-43.68868,0.9231,546,14,,-0.211,0.186
119,House,22520,4,2,NH,100,,,"GOODLANDER, Maggie",G000604,1986.0,,-0.208,0.083,-43.54908,0.9232,545,22,,-0.208,0.087
119,House,14863,12,4,NJ,200,,,"SMITH, Christopher Henry",S000522,1953.0,,0.184,-0.17,-120.74696,0.80192,547,44,,0.355,-0.152
119,House,15454,12,6,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951.0,,-0.402,-0.162,-25.98153,0.95353,546,11,,-0.505,0.09
119,House,21536,12,1,NJ,100,,,"NORCROSS, Donald",N000188,1958.0,,-0.422,0.341,-33.84307,0.93081,472,16,,-0.463,0.385
119,House,21538,12,12,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945.0,,-0.592,-0.23,-10.65957,0.9806,544,2,,-0.545,-0.333
119,House,21723,12,5,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975.0,,-0.165,0.217,-59.24013,0.88634,491,22,,-0.208,0.327
119,House,21964,12,11,NJ,100,,,"SHERRILL, Mikie",S001207,1972.0,,-0.234,0.243,-6.51276,0.9454,116,2,,-0.23,0.026
119,House,22334,12,7,NJ,200,,,"KEAN, Thomas",K000398,1968.0,,0.202,0.359,-27.54231,0.93739,426,10,,0.239,0.241
119,House,22348,12,8,NJ,100,,,"MENENDEZ, Robert",M001226,1985.0,,-0.519,0.194,-25.13598,0.95525,549,14,,-0.569,0.029
119,House,22381,12,10,NJ,100,,,"MCIVER, LaMonica",M001229,1986.0,,-0.534,-0.291,-10.88268,0.98027,546,3,,-0.55,-0.31
119,House,22508,12,3,NJ,100,,,"CONAWAY, Herbert C., Jr.",C001136,1963.0,,-0.296,0.035,-30.08917,0.94551,537,11,,-0.296,0.037
119,House,22547,12,9,NJ,100,,,"POU, Nellie",P000621,1956.0,,-0.304,0.013,-29.30796,0.94792,548,11,,-0.304,0.014
119,House,22569,12,11,NJ,100,,,"MEJIA, Analilia",M001246,,,-0.415,-0.473,-6.55238,0.95193,133,2,,-0.415,-0.473
119,House,91980,12,2,NJ,200,,,"VAN DREW, Jefferson",V000133,1953.0,,0.384,-0.409,-73.43104,0.87373,544,35,,0.376,-0.246
119,House,22131,66,3,NM,100,,,"LEGER FERNANDEZ, Teresa",L000273,1959.0,,-0.365,-0.191,-20.24738,0.96055,503,9,,-0.393,-0.226
119,House,22159,66,1,NM,100,,,"STANSBURY, Melanie Ann",S001218,1979.0,,-0.439,-0.217,-14.26921,0.97378,537,6,,-0.388,-0.376
119,House,22371,66,2,NM,100,,,"VASQUEZ, Gabriel",V000136,1984.0,,-0.321,0.548,-60.7439,0.89435,544,27,,-0.338,0.595
119,House,20733,13,9,NY,100,,,"CLARKE, Yvette Diane",C001067,1964.0,,-0.608,-0.255,-21.04307,0.96129,533,9,,-0.652,-0.194
119,House,20934,13,20,NY,100,,,"TONKO, Paul",T000469,1949.0,,-0.416,-0.261,-14.56753,0.97348,542,5,,-0.469,-0.208
119,House,21342,13,6,NY,100,,,"MENG, Grace",M001188,1975.0,,-0.371,-0.21,-24.61994,0.9541,524,11,,-0.374,-0.204
119,House,21343,13,8,NY,100,,,"JEFFRIES, Hakeem",J000294,1970.0,,-0.483,-0.055,-20.34442,0.96342,546,11,,-0.473,0.158
119,House,21541,13,21,NY,200,,,"STEFANIK, Elise M.",S001196,1984.0,,0.309,-0.108,-38.80538,0.9201,466,14,,0.429,0.112
119,House,21715,13,13,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954.0,,-0.527,-0.212,-18.63849,0.9662,542,8,,-0.454,-0.295
119,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962.0,,-0.213,0.172,-75.28814,0.86896,536,32,,-0.179,0.254
119,House,21749,13,24,NY,200,,,"TENNEY, Claudia",T000478,1961.0,,0.466,0.031,-22.3183,0.95995,546,7,,0.57,0.46
119,House,21761,13,25,NY,100,,,"MORELLE, Joseph",M001206,1957.0,,-0.33,0.147,-32.9745,0.94044,537,16,,-0.311,0.082
119,House,21949,13,14,NY,100,,,"OCASIO-CORTEZ, Alexandria",O000172,1989.0,,-0.333,-0.943,-18.67092,0.9657,535,7,,-0.471,-0.859
119,House,22117,13,2,NY,200,,,"GARBARINO, Andrew R.",G000597,1984.0,,0.244,0.233,-43.25255,0.92192,532,17,,0.242,0.22
119,House,22133,13,11,NY,200,,,"MALLIOTAKIS, Nicole",M000317,1980.0,,0.334,-0.067,-54.21654,0.90481,542,20,,0.278,0.095
119,House,22154,13,15,NY,100,,,"TORRES, Ritchie",T000486,1988.0,,-0.312,-0.115,-38.60471,0.93001,532,20,,-0.296,-0.123
119,House,22169,13,18,NY,100,,,"RYAN, Patrick",R000579,1982.0,,-0.224,0.152,-56.30137,0.90185,545,26,,-0.193,-0.074
119,House,22324,13,10,NY,100,,,"GOLDMAN, Daniel",G000599,1976.0,,-0.455,0.153,-31.77981,0.93782,495,14,,-0.566,0.396
119,House,22337,13,1,NY,200,,,"LALOTA, Nicholas",L000598,1978.0,,0.253,0.107,-36.78726,0.93403,539,16,,0.235,0.183
119,House,22339,13,23,NY,200,,,"LANGWORTHY, Nick",L000600,1981.0,,0.424,-0.039,-35.79241,0.93621,543,15,,0.442,0.007
119,House,22340,13,17,NY,200,,,"LAWLER, Michael",L000599,1986.0,,0.189,0.228,-49.09951,0.91293,539,18,,0.198,0.161
119,House,22377,13,26,NY,100,,,"KENNEDY, Timothy M.",K000402,1976.0,,-0.384,0.26,-25.31408,0.95486,548,9,,-0.387,0.223
119,House,22518,13,4,NY,100,,,"GILLEN, Laura",G000602,1969.0,,-0.164,0.261,-59.1961,0.89544,536,20,,-0.164,0.257
119,House,22531,13,16,NY,100,,,"LATIMER, George",L000606,1953.0,,-0.403,0.276,-32.46587,0.94123,536,14,,-0.403,0.278
119,House,22534,13,22,NY,100,,,"MANNION, John W.",M001231,1968.0,,-0.241,0.1,-49.16883,0.91418,548,18,,-0.241,0.104
119,House,22549,13,19,NY,100,,,"RILEY, Josh",R000622,1981.0,,-0.201,0.187,-54.62031,0.90397,541,13,,-0.201,0.192
119,House,29377,13,12,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947.0,,-0.507,-0.471,-20.7256,0.95858,490,10,,-0.541,-0.175
119,House,29378,13,7,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953.0,,-0.546,-0.371,-16.88814,0.96875,532,6,,-0.523,-0.529
119,House,29776,13,5,NY,100,,,"MEEKS, Gregory W.",M001137,1953.0,,-0.415,-0.059,-25.85472,0.95239,530,11,,-0.404,0.05
119,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943.0,,0.623,0.18,-22.10707,0.96032,546,8,,0.733,0.558
119,House,21346,47,9,NC,200,,,"HUDSON, Richard",H001067,1971.0,,0.524,0.207,-29.19114,0.94775,544,13,,0.532,0.18
119,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972.0,,0.567,0.292,-19.28186,0.96505,542,4,,0.627,0.428
119,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946.0,,-0.463,-0.005,-15.59648,0.97194,548,5,,-0.463,-0.021
119,House,21987,47,3,NC,200,,,"MURPHY, Gregory Francis",M001210,1963.0,,0.483,0.139,-25.19356,0.94792,471,10,,0.434,0.279
119,House,22149,47,2,NC,100,,,"ROSS, Deborah K.",R000305,1963.0,,-0.387,-0.001,-20.16173,0.96381,547,8,,-0.349,-0.116
119,House,22314,47,1,NC,100,,,"DAVIS, Don",D000230,1971.0,,-0.24,0.877,-78.50993,0.86422,538,30,,-0.207,0.839
119,House,22318,47,11,NC,200,,,"EDWARDS, Chuck",E000246,1960.0,,0.371,0.382,-64.21625,0.88866,544,15,,0.406,0.114
119,House,22320,47,4,NC,100,,,"FOUSHEE, Valerie",F000477,1956.0,,-0.498,-0.301,-12.53985,0.97692,537,3,,-0.437,-0.458
119,House,22524,47,10,NC,200,,,"HARRIGAN, Pat",H001101,1987.0,,0.972,0.234,-53.18104,0.90588,538,23,,0.972,0.234
119,House,22525,47,8,NC,200,,,"HARRIS, Mark",H001102,1966.0,,0.831,-0.106,-47.1118,0.91777,549,15,,0.831,-0.106
119,House,22530,47,13,NC,200,,,"KNOTT, Brad",K000405,1986.0,,0.89,0.268,-49.24018,0.913,541,24,,0.89,0.268
119,House,22538,47,6,NC,200,,,"MCDOWELL, Addison P.",M001240,1994.0,,0.555,0.035,-35.67072,0.93687,547,17,,0.555,0.035
119,House,22542,47,14,NC,200,,,"MOORE, Tim",M001236,1970.0,,0.585,0.103,-32.10021,0.943,547,9,,0.585,0.103
119,House,22514,36,1,ND,200,,,"FEDORCHAK, Julie",F000482,1968.0,,0.611,0.07,-31.66444,0.94274,537,15,,0.611,0.07
119,House,22561,95,0,MP,200,,,"KING-HINDS, Kimberlyn",K000404,1975.0,,0.163,-0.043,-22.48558,0.69169,61,11,,0.162,-0.046
119,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946.0,,-0.341,0.14,-125.70224,0.79026,534,45,,-0.185,0.109
119,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960.0,,0.265,0.258,-51.81843,0.90769,535,18,,0.219,0.37
119,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964.0,,0.711,-0.171,-39.50757,0.92804,529,18,,0.663,-0.044
119,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956.0,,0.508,0.291,-17.46506,0.96869,549,5,,0.474,0.433
119,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950.0,,-0.44,0.027,-22.51145,0.95731,516,8,,-0.571,0.426
119,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957.0,,0.25,0.313,-40.68452,0.92638,532,17,,0.229,0.289
119,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970.0,,0.647,-0.385,-96.26044,0.83589,537,38,,0.555,-0.551
119,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962.0,,0.464,0.192,-27.55882,0.95034,541,10,,0.587,0.295
119,House,22161,24,11,OH,100,,,"BROWN, Shontel M.",B001313,1975.0,,-0.475,-0.08,-15.10065,0.97282,548,7,,-0.559,0.063
119,House,22162,24,15,OH,200,,,"CAREY, Mike",C001126,1971.0,,0.405,0.028,-30.74918,0.94485,542,9,,0.339,0.295
119,House,22338,24,1,OH,100,,,"LANDSMAN, Greg",L000601,1976.0,,-0.227,0.238,-52.08491,0.90886,545,22,,-0.25,0.319
119,House,22349,24,7,OH,200,,,"MILLER, Max",M001222,1988.0,,0.368,-0.035,-62.43309,0.88768,524,28,,0.356,-0.172
119,House,22367,24,13,OH,100,,,"SYKES, Emilia",S001223,1986.0,,-0.332,0.171,-36.94647,0.93291,532,18,,-0.339,0.231
119,House,22379,24,6,OH,200,,,"RULLI, Michael A.",R000619,1969.0,,0.43,-0.093,-47.92227,0.91196,520,21,,0.457,-0.107
119,House,22555,24,2,OH,200,,,"TAYLOR, David J.",T000490,1969.0,,0.591,0.239,-30.51775,0.94593,549,16,,0.591,0.239
119,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949.0,,0.323,0.414,-15.5079,0.97179,542,6,,0.335,0.484
119,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961.0,,0.679,-0.047,-34.98884,0.93703,538,15,,0.624,-0.034
119,House,22102,53,5,OK,200,,,"BICE, Stephanie I.",B000740,1973.0,,0.411,0.308,-27.33524,0.9509,543,10,,0.422,0.194
119,House,22303,53,2,OK,200,,,"BRECHEEN, Josh",B001317,1979.0,,0.837,-0.509,-39.82369,0.92628,520,19,,0.802,-0.576
119,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960.0,,0.361,0.455,-9.34273,0.98282,539,4,,0.421,0.878
119,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954.0,,-0.4,-0.421,-11.93645,0.97818,541,3,,-0.494,-0.42
119,House,22101,72,2,OR,200,,,"BENTZ, Cliff",B000668,1952.0,,0.476,0.281,-15.19792,0.97265,548,3,,0.409,0.623
119,House,22327,72,4,OR,100,,,"HOYLE, Val",H001094,1964.0,,-0.232,-0.415,-43.05973,0.92308,538,17,,-0.238,-0.544
119,House,22361,72,6,OR,100,,,"SALINAS, Andrea",S001226,1969.0,,-0.226,-0.225,-31.98353,0.94331,548,14,,-0.267,-0.317
119,House,22507,72,5,OR,100,,,"BYNUM, Janelle S.",B001326,1975.0,,-0.285,0.099,-31.70842,0.94328,543,9,,-0.285,0.102
119,House,22510,72,3,OR,100,,,"DEXTER, Maxine",D000635,1972.0,,-0.462,-0.716,-9.84179,0.98201,542,1,,-0.462,-0.716
119,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959.0,,0.335,0.342,-13.20654,0.97588,541,5,,0.337,0.686
119,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948.0,,0.379,0.398,-17.1181,0.9688,540,7,,0.497,0.733
119,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962.0,,0.686,-0.495,-59.76115,0.89468,537,30,,0.804,-0.556
119,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977.0,,-0.38,0.149,-34.03413,0.93769,529,13,,-0.323,0.06
119,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954.0,,-0.472,-0.166,-15.19466,0.97047,507,5,,-0.539,-0.241
119,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973.0,,0.141,-0.114,-120.65018,0.80076,543,47,,0.165,-0.221
119,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964.0,,0.455,0.129,-25.80653,0.95274,533,11,,0.507,0.135
119,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959.0,,-0.46,-0.213,-16.12965,0.97063,541,7,,-0.55,-0.177
119,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959.0,,-0.441,-0.062,-16.91016,0.96928,542,5,,-0.442,0.012
119,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967.0,,-0.258,0.215,-52.01017,0.90736,535,20,,-0.244,0.073
119,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957.0,,0.582,-0.047,-48.07378,0.91601,548,23,,0.682,-0.089
119,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964.0,,0.491,0.201,-35.63763,0.93401,522,15,,0.477,0.298
119,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983.0,,0.447,0.06,-20.69372,0.96192,533,10,,0.561,0.258
119,House,22316,14,17,PA,100,,,"DELUZIO, Chris",D000530,1984.0,,-0.262,-0.157,-37.9832,0.93315,549,15,,-0.299,-0.206
119,House,22342,14,12,PA,100,,,"LEE, Summer",L000602,1987.0,,-0.45,-0.893,-15.52495,0.97212,549,4,,-0.576,-0.806
119,House,22506,14,8,PA,200,,,"BRESNAHAN, Robert P., Jr.",B001327,1990.0,,0.257,0.061,-47.83915,0.91611,546,23,,0.257,0.06
119,House,22533,14,7,PA,200,,,"MACKENZIE, Ryan",M001230,1982.0,,0.322,-0.121,-67.0356,0.88326,540,28,,0.321,-0.122
119,House,22560,92,0,PR,100,,,"HERNÁNDEZ, Pablo José",H001103,1991.0,,-0.507,-0.455,-0.61062,0.99156,72,0,,-0.47,-0.488
119,House,22345,5,2,RI,100,,,"MAGAZINER, Seth",M001223,1983.0,,-0.308,0.117,-40.2971,0.92758,536,21,,-0.259,-0.059
119,House,22375,5,1,RI,100,,,"AMO, Gabe",A000380,1987.0,,-0.425,-0.062,-22.58055,0.9597,549,11,,-0.356,-0.181
119,House,20138,48,2,SC,200,,,"WILSON, Joe",W000795,1947.0,,0.529,0.163,-39.82722,0.9264,521,12,,0.477,0.148
119,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953.0,,0.854,-0.379,-26.79659,0.94657,488,12,,0.946,-0.323
119,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984.0,,0.6,0.052,-34.45475,0.93841,542,16,,0.612,0.024
119,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977.0,,0.352,-0.299,-70.15039,0.85856,460,33,,0.486,-0.354
119,House,22322,48,7,SC,200,,,"FRY, Russell",F000478,1985.0,,0.551,-0.272,-49.27557,0.9137,546,22,,0.649,-0.238
119,House,22505,48,3,SC,200,,,"BIGGS, Sheri",B001325,1970.0,,0.828,-0.271,-35.17096,0.93795,549,13,,0.828,-0.272
119,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940.0,,-0.466,0.247,-27.92451,0.94978,542,9,,-0.493,0.358
119,House,21935,37,1,SD,200,,,"JOHNSON, Dustin (Dusty)",J000301,1976.0,,0.468,0.147,-24.22473,0.95507,527,11,,0.595,0.491
119,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949.0,,-0.389,-0.288,-29.51943,0.94502,522,13,,-0.333,-0.19
119,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962.0,,0.431,0.394,-15.18124,0.97268,548,7,,0.399,0.418
119,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964.0,,0.578,-0.038,-29.30495,0.94621,530,12,,0.557,0.09
119,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966.0,,0.541,0.335,-22.70215,0.95927,546,8,,0.503,0.206
119,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964.0,,0.663,-0.457,-72.15288,0.87383,535,30,,0.652,-0.643
119,House,21926,54,7,TN,200,,,"GREEN, Mark E.",G000590,1964.0,,0.671,0.018,-7.42224,0.9465,135,4,,0.846,0.355
